,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
159,160,13.2,east coast,evening,0.6,0.59,4,1,night owl,curling,4,sophomore
159,160,26.58,east coast,noon,0.66,0.5700000000000001,3,1,night owl,curling,4,sophomore
159,160,18.47,east coast,noon,0.38,1.0,4,1,night owl,curling,4,sophomore
159,160,23.68,east coast,noon,0.38,1.0,4,3,night owl,curling,4,sophomore
159,160,28.8,east coast,noon,0.18,0.89,5,3,night owl,curling,4,sophomore
159,160,50.06,west coast,noon,0.68,0.84,7,3,night owl,curling,4,sophomore
159,160,59.33,west coast,noon,0.68,0.59,9,4,night owl,curling,4,sophomore
159,160,30.71,west coast,noon,0.34,0.02,8,4,night owl,curling,4,sophomore
159,160,49.34,west coast,noon,0.0,0.03,8,5,night owl,curling,4,sophomore
159,160,45.7,west coast,morning,0.01,0.1,8,6,night owl,curling,4,sophomore
