,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
203,204,61.84,east coast,evening,0.8200000000000001,0.87,4,1,night owl,martial arts,4,sophomore
203,204,45.99,east coast,noon,0.65,0.85,4,2,night owl,martial arts,4,sophomore
203,204,37.6,east coast,noon,0.63,0.5700000000000001,5,2,night owl,martial arts,4,sophomore
203,204,25.83,east coast,morning,0.59,0.22,6,2,night owl,martial arts,4,sophomore
203,204,29.73,east coast,noon,0.42,0.26,7,1,night owl,martial arts,4,sophomore
203,204,36.13,west coast,evening,0.06,0.22,6,1,night owl,martial arts,4,sophomore
203,204,10.71,west coast,noon,0.0,0.2,6,0,night owl,martial arts,4,sophomore
203,204,0.0,west coast,noon,0.0,0.54,4,1,night owl,martial arts,4,sophomore
203,204,21.83,west coast,noon,0.0,0.07,4,0,night owl,martial arts,4,sophomore
203,204,33.2,west coast,evening,0.09,0.0,4,0,night owl,martial arts,4,sophomore
