,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
364,365,3.2,west coast,evening,0.03,0.26,1,6,early bird,martial arts,2,sophomore
364,365,6.65,west coast,noon,0.03,0.56,0,8,early bird,martial arts,2,sophomore
364,365,15.38,west coast,noon,0.0,0.85,0,8,early bird,martial arts,2,sophomore
364,365,36.59,west coast,noon,0.08,0.8300000000000001,3,8,early bird,martial arts,2,sophomore
364,365,44.73,west coast,morning,0.09,0.88,4,6,early bird,martial arts,2,sophomore
364,365,40.74,west coast,evening,0.42,0.73,3,10,early bird,martial arts,2,sophomore
364,365,29.11,west coast,noon,0.29,0.86,4,11,early bird,martial arts,2,sophomore
364,365,34.64,west coast,evening,0.23,0.66,3,11,early bird,martial arts,2,sophomore
364,365,37.62,west coast,evening,0.33,0.07,4,12,early bird,martial arts,2,sophomore
364,365,20.06,west coast,noon,0.25,0.02,3,12,early bird,martial arts,2,sophomore
