,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
574,575,39.54,west coast,evening,0.58,0.71,2,5,night owl,frisbee,6,frosh
574,575,21.42,west coast,evening,0.04,0.53,2,5,night owl,frisbee,6,frosh
574,575,21.05,west coast,noon,0.05,0.16,3,6,night owl,frisbee,6,frosh
574,575,4.33,west coast,noon,0.0,0.64,2,4,night owl,frisbee,6,frosh
574,575,19.6,west coast,noon,0.0,1.0,2,4,night owl,frisbee,6,frosh
574,575,3.66,west coast,morning,0.0,1.0,1,4,night owl,frisbee,6,frosh
574,575,38.4,west coast,noon,0.0,1.0,1,4,night owl,frisbee,6,frosh
574,575,28.97,west coast,noon,0.0,0.91,0,3,night owl,frisbee,6,frosh
574,575,13.77,west coast,noon,0.05,0.79,0,3,night owl,frisbee,6,frosh
574,575,3.9,west coast,noon,0.09,0.28,2,4,night owl,frisbee,6,frosh
