,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
43,44,30.7,east coast,evening,0.26,0.54,1,2,night owl,frisbee,5,frosh
43,44,0.34,east coast,noon,0.0,0.63,2,1,night owl,frisbee,5,frosh
43,44,27.29,east coast,evening,0.19,0.8,2,2,night owl,frisbee,5,frosh
43,44,11.18,east coast,noon,0.31,0.46,3,2,night owl,frisbee,5,frosh
43,44,30.59,east coast,noon,0.53,0.28,4,4,night owl,frisbee,5,frosh
43,44,31.25,west coast,noon,0.97,0.23,5,3,night owl,frisbee,5,sophomore
43,44,34.45,west coast,noon,0.84,0.4,5,3,night owl,frisbee,5,sophomore
43,44,23.24,west coast,noon,0.6,0.25,6,3,night owl,frisbee,5,sophomore
43,44,35.09,west coast,noon,0.29,0.56,5,2,night owl,frisbee,5,sophomore
43,44,12.87,west coast,noon,0.35,0.36,5,3,night owl,frisbee,5,sophomore
