,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
262,263,37.63,east coast,morning,0.88,0.6,8,0,early bird,table tennis,5,sophomore
262,263,38.53,east coast,noon,0.67,0.35,8,1,early bird,table tennis,5,sophomore
262,263,27.88,east coast,noon,0.22,0.32,10,0,early bird,table tennis,5,sophomore
262,263,30.32,east coast,noon,0.71,0.0,10,0,early bird,table tennis,5,sophomore
262,263,37.94,east coast,noon,1.0,0.0,10,1,early bird,table tennis,5,sophomore
262,263,34.11,west coast,evening,1.0,0.0,10,2,early bird,table tennis,5,sophomore
262,263,40.09,west coast,evening,0.89,0.0,10,3,early bird,table tennis,5,sophomore
262,263,40.09,west coast,evening,0.72,0.0,10,4,early bird,table tennis,5,sophomore
262,263,41.93,west coast,noon,0.48,0.14,9,5,early bird,table tennis,5,sophomore
262,263,35.85,west coast,noon,0.74,0.39,10,4,early bird,table tennis,5,sophomore
