,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
255,256,51.21,east coast,evening,0.76,0.29,9,7,night owl,table tennis,3,junior
255,256,37.28,east coast,noon,0.74,0.21,10,8,night owl,table tennis,3,junior
255,256,52.77,east coast,noon,1.0,0.15,10,8,night owl,table tennis,3,junior
255,256,47.55,east coast,noon,1.0,0.0,10,7,night owl,table tennis,3,junior
255,256,48.77,east coast,morning,1.0,0.0,10,7,night owl,table tennis,3,junior
255,256,47.92,west coast,evening,1.0,0.03,9,8,night owl,table tennis,3,junior
255,256,39.96,west coast,noon,0.99,0.07,9,8,night owl,table tennis,3,junior
255,256,31.81,west coast,noon,0.95,0.0,9,9,night owl,table tennis,3,junior
255,256,52.02,west coast,morning,0.96,0.14,10,8,night owl,table tennis,3,junior
255,256,52.77,west coast,noon,0.85,0.0,10,7,night owl,table tennis,3,junior
