,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
212,213,0.0,east coast,morning,0.07,0.16,2,8,night owl,baseball,4,frosh
212,213,14.71,east coast,evening,0.15,0.05,0,8,night owl,baseball,4,frosh
212,213,0.0,east coast,morning,0.14,0.0,0,6,night owl,baseball,4,frosh
212,213,25.64,east coast,noon,0.16,0.07,0,5,night owl,baseball,4,frosh
212,213,0.0,east coast,noon,0.2,0.15,0,5,night owl,baseball,4,frosh
212,213,12.72,west coast,noon,0.42,0.18,0,6,night owl,baseball,4,frosh
212,213,36.9,west coast,noon,0.6,0.07,0,5,night owl,baseball,4,frosh
212,213,38.73,west coast,evening,1.0,0.05,0,5,night owl,baseball,4,frosh
212,213,37.62,west coast,noon,0.9,0.0,0,4,night owl,baseball,4,frosh
212,213,13.51,west coast,noon,0.59,0.18,1,5,night owl,baseball,4,frosh
