,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
909,910,57.23,west coast,evening,0.67,0.93,4,6,night owl,table tennis,3,senior
909,910,38.46,west coast,evening,0.46,0.88,3,7,night owl,table tennis,3,senior
909,910,60.1,west coast,noon,0.71,0.96,3,5,night owl,table tennis,3,senior
909,910,55.59,west coast,noon,0.59,1.0,3,7,night owl,table tennis,3,senior
909,910,62.42,west coast,noon,0.8200000000000001,0.94,5,6,night owl,table tennis,3,senior
909,910,63.42,west coast,evening,0.89,0.86,4,6,night owl,table tennis,3,senior
909,910,51.73,west coast,evening,0.95,0.6900000000000001,3,7,night owl,table tennis,3,senior
909,910,66.12,west coast,noon,1.0,1.0,2,5,night owl,table tennis,3,senior
909,910,48.16,west coast,noon,0.86,0.9,0,5,night owl,table tennis,3,senior
909,910,53.5,west coast,noon,1.0,1.0,0,7,night owl,table tennis,3,senior
