,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
866,867,12.27,west coast,evening,0.08,0.43,0,0,early bird,curling,1,senior
866,867,12.19,west coast,morning,0.16,0.35,0,0,early bird,curling,1,senior
866,867,0.0,west coast,noon,0.29,0.52,0,1,early bird,curling,1,senior
866,867,0.0,west coast,evening,0.35,0.34,1,1,early bird,curling,1,senior
866,867,36.66,west coast,noon,1.0,0.5,1,1,early bird,curling,1,senior
866,867,5.68,west coast,noon,1.0,0.18,2,0,early bird,curling,1,senior
866,867,23.21,west coast,noon,0.97,0.22,1,0,early bird,curling,1,senior
866,867,34.36,west coast,noon,0.87,0.12,0,0,early bird,curling,1,senior
866,867,42.2,west coast,morning,0.94,0.28,0,0,early bird,curling,1,senior
866,867,36.19,west coast,evening,0.73,0.48,0,1,early bird,curling,1,senior
