,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
513,514,56.57,west coast,morning,0.49,0.6900000000000001,3,6,night owl,football,4,senior
513,514,41.29,west coast,noon,0.75,0.63,3,5,night owl,football,4,senior
513,514,43.45,west coast,noon,0.8300000000000001,0.52,4,4,night owl,football,4,senior
513,514,48.71,west coast,noon,0.56,0.98,3,6,night owl,football,4,senior
513,514,38.03,west coast,noon,0.31,0.8200000000000001,5,6,night owl,football,4,senior
513,514,46.91,west coast,noon,0.56,0.33,5,6,night owl,football,4,senior
513,514,9.52,west coast,morning,0.44,0.0,5,7,night owl,football,4,senior
513,514,31.21,west coast,noon,0.5700000000000001,0.13,5,7,night owl,football,4,senior
513,514,32.82,west coast,noon,0.5700000000000001,0.08,7,7,night owl,football,4,senior
513,514,34.26,west coast,evening,0.52,0.0,6,7,night owl,football,4,senior
