,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
860,861,50.120000000000005,west coast,evening,0.68,0.53,8,5,night owl,curling,3,junior
860,861,48.09,west coast,morning,0.76,0.48,10,6,night owl,curling,3,junior
860,861,45.92,west coast,noon,0.74,0.72,9,6,night owl,curling,3,junior
860,861,43.9,west coast,evening,1.0,0.32,8,4,night owl,curling,3,junior
860,861,44.41,west coast,noon,0.8300000000000001,0.34,7,4,night owl,curling,3,junior
860,861,15.95,west coast,noon,0.66,0.0,8,4,night owl,curling,3,junior
860,861,16.05,west coast,noon,0.51,0.0,8,4,night owl,curling,3,junior
860,861,43.05,west coast,noon,0.5,0.0,10,4,night owl,curling,3,junior
860,861,47.72,west coast,morning,0.93,0.0,10,4,night owl,curling,3,junior
860,861,57.51,west coast,evening,1.0,0.02,10,3,night owl,curling,3,junior
