,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
752,753,56.73,west coast,evening,0.74,0.37,9,11,night owl,curling,3,senior
752,753,19.69,west coast,noon,0.73,0.11,7,12,night owl,curling,3,senior
752,753,27.37,west coast,noon,0.66,0.0,7,12,night owl,curling,3,senior
752,753,37.5,west coast,noon,0.6,0.04,8,12,night owl,curling,3,senior
752,753,36.11,west coast,evening,0.62,0.06,7,12,night owl,curling,3,senior
752,753,32.68,west coast,noon,0.81,0.0,8,12,night owl,curling,3,senior
752,753,17.740000000000002,west coast,noon,0.71,0.1,9,12,night owl,curling,3,senior
752,753,23.71,west coast,morning,0.16,0.0,10,11,night owl,curling,3,senior
752,753,37.54,west coast,noon,0.56,0.03,10,11,night owl,curling,3,senior
752,753,50.55,west coast,evening,1.0,0.0,10,12,night owl,curling,3,senior
