,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
800,801,31.88,west coast,noon,0.85,0.31,5,1,night owl,football,5,sophomore
800,801,0.0,west coast,noon,0.39,0.0,5,1,night owl,football,5,sophomore
800,801,15.21,west coast,evening,0.16,0.0,4,3,night owl,football,5,sophomore
800,801,52.23,west coast,noon,0.0,0.04,4,3,night owl,football,5,sophomore
800,801,0.0,west coast,noon,0.14,0.16,5,2,night owl,football,5,sophomore
800,801,0.0,west coast,noon,0.4,0.06,3,2,night owl,football,5,sophomore
800,801,38.27,west coast,noon,0.84,0.1,3,4,night owl,football,5,sophomore
800,801,42.66,west coast,noon,0.64,0.0,2,5,night owl,football,5,sophomore
800,801,27.58,west coast,noon,0.47,0.1,2,4,night owl,football,5,sophomore
800,801,44.96,west coast,noon,0.45,0.02,2,4,night owl,football,5,sophomore
