,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
597,598,33.54,west coast,morning,0.56,0.51,3,4,night owl,table tennis,7,sophomore
597,598,34.42,west coast,noon,0.6900000000000001,0.85,3,4,night owl,table tennis,7,sophomore
597,598,56.33,west coast,evening,1.0,0.78,5,5,night owl,table tennis,7,sophomore
597,598,29.67,west coast,noon,1.0,0.54,4,4,night owl,table tennis,7,sophomore
597,598,20.24,west coast,morning,0.89,0.18,3,2,night owl,table tennis,7,sophomore
597,598,12.2,west coast,noon,0.62,0.0,4,3,night owl,table tennis,7,sophomore
597,598,20.44,west coast,noon,0.55,0.04,3,5,night owl,table tennis,7,sophomore
597,598,0.0,west coast,morning,0.36,0.01,2,6,night owl,table tennis,7,sophomore
597,598,0.0,west coast,noon,0.1,0.01,3,5,night owl,table tennis,7,sophomore
597,598,30.23,west coast,noon,0.0,0.0,5,6,night owl,table tennis,7,sophomore
