,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
408,409,32.67,west coast,noon,0.2,0.38,6,4,night owl,table tennis,2,junior
408,409,31.53,west coast,noon,0.28,0.19,5,4,night owl,table tennis,2,junior
408,409,41.31,west coast,noon,0.3,0.36,6,3,night owl,table tennis,2,junior
408,409,11.52,west coast,morning,0.23,0.68,7,2,night owl,table tennis,2,junior
408,409,18.24,west coast,noon,0.25,0.38,7,3,night owl,table tennis,2,junior
408,409,47.76,west coast,noon,0.88,0.52,8,4,night owl,table tennis,2,senior
408,409,41.26,west coast,noon,0.95,0.06,8,4,night owl,table tennis,2,senior
408,409,31.43,west coast,noon,0.97,0.0,8,5,night owl,table tennis,2,senior
408,409,37.2,west coast,noon,0.87,0.0,6,6,night owl,table tennis,2,senior
408,409,47.26,west coast,evening,0.8300000000000001,0.09,7,7,night owl,table tennis,2,senior
