,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
210,211,55.65,east coast,morning,0.71,0.98,1,1,night owl,basketball,3,senior
210,211,62.52,east coast,evening,0.68,1.0,2,0,night owl,basketball,3,senior
210,211,53.54,east coast,morning,0.88,1.0,1,1,night owl,basketball,3,senior
210,211,45.18,east coast,noon,0.77,0.89,0,2,night owl,basketball,3,senior
210,211,45.23,east coast,noon,0.62,1.0,0,1,night owl,basketball,3,senior
210,211,43.98,west coast,noon,0.53,0.97,0,2,night owl,basketball,3,senior
210,211,45.68,west coast,noon,0.0,1.0,0,3,night owl,basketball,3,senior
210,211,33.61,west coast,evening,0.0,1.0,0,3,night owl,basketball,3,senior
210,211,35.13,west coast,noon,0.0,1.0,0,2,night owl,basketball,3,senior
210,211,27.37,west coast,noon,0.0,1.0,0,1,night owl,basketball,3,senior
