,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
199,200,17.080000000000002,east coast,morning,0.13,0.14,4,5,night owl,football,2,sophomore
199,200,25.66,east coast,noon,0.0,0.0,7,4,night owl,football,2,sophomore
199,200,26.91,east coast,evening,0.03,0.21,7,5,night owl,football,2,sophomore
199,200,27.51,east coast,noon,0.03,0.3,5,5,night owl,football,2,sophomore
199,200,34.25,east coast,noon,0.28,0.03,4,5,night owl,football,2,sophomore
199,200,21.98,west coast,morning,0.43,0.1,7,6,night owl,football,2,sophomore
199,200,18.62,west coast,noon,0.21,0.0,6,5,night owl,football,2,sophomore
199,200,44.58,west coast,noon,0.0,0.08,5,5,night owl,football,2,sophomore
199,200,28.15,west coast,noon,0.09,0.05,6,6,night owl,football,2,sophomore
199,200,12.87,west coast,noon,0.03,0.0,7,7,night owl,football,2,sophomore
