,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
437,438,52.18,west coast,evening,0.68,0.71,9,12,night owl,football,3,senior
437,438,42.86,west coast,evening,0.64,0.11,8,12,night owl,football,3,senior
437,438,43.36,west coast,morning,0.27,0.28,9,11,night owl,football,3,senior
437,438,22.87,west coast,noon,0.0,0.16,10,11,night owl,football,3,senior
437,438,26.72,west coast,noon,0.07,0.0,10,11,night owl,football,3,senior
437,438,19.18,west coast,noon,0.19,0.0,10,10,night owl,football,3,senior
437,438,35.4,west coast,noon,0.09,0.0,10,10,night owl,football,3,senior
437,438,39.45,west coast,evening,0.41,0.0,10,9,night owl,football,3,senior
437,438,33.89,west coast,noon,0.1,0.06,10,10,night owl,football,3,senior
437,438,40.44,west coast,noon,0.0,0.08,10,10,night owl,football,3,senior
