,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
767,768,38.65,west coast,evening,0.41,0.26,5,4,night owl,baseball,4,junior
767,768,36.56,west coast,noon,0.7000000000000001,0.13,5,4,night owl,baseball,4,junior
767,768,26.18,west coast,noon,0.29,0.0,7,4,night owl,baseball,4,junior
767,768,14.93,west coast,noon,0.28,0.21,7,5,night owl,baseball,4,junior
767,768,31.87,west coast,evening,0.39,0.25,8,5,night owl,baseball,4,junior
767,768,43.37,west coast,evening,0.33,0.6,7,7,night owl,baseball,4,junior
767,768,37.9,west coast,noon,0.51,0.0,8,6,night owl,baseball,4,junior
767,768,37.55,west coast,evening,0.51,0.02,7,8,night owl,baseball,4,junior
767,768,40.99,west coast,noon,1.0,0.11,7,7,night owl,baseball,4,junior
767,768,49.370000000000005,west coast,evening,1.0,0.18,8,7,night owl,baseball,4,junior
