,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
610,611,2.41,west coast,morning,0.33,0.42,2,1,night owl,football,5,sophomore
610,611,11.16,west coast,evening,0.3,0.39,2,1,night owl,football,5,sophomore
610,611,31.58,west coast,noon,0.84,0.34,1,1,night owl,football,5,sophomore
610,611,22.13,west coast,noon,1.0,0.11,1,2,night owl,football,5,sophomore
610,611,6.83,west coast,noon,1.0,0.06,1,2,night owl,football,5,junior
610,611,7.63,west coast,noon,0.92,0.15,1,2,night owl,football,5,junior
610,611,25.35,west coast,noon,0.93,0.31,3,2,night owl,football,5,junior
610,611,45.83,west coast,noon,1.0,0.61,3,3,night owl,football,5,junior
610,611,25.64,west coast,noon,1.0,0.38,2,6,night owl,football,5,junior
610,611,19.36,west coast,noon,0.93,0.27,2,7,night owl,football,5,junior
