,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
993,994,74.64,west coast,noon,0.93,0.9,8,3,night owl,basketball,3,sophomore
993,994,56.24,west coast,noon,0.7000000000000001,0.86,8,2,night owl,basketball,3,sophomore
993,994,64.69,west coast,noon,1.0,0.86,7,1,night owl,basketball,3,sophomore
993,994,52.08,west coast,noon,1.0,0.7000000000000001,8,1,night owl,basketball,3,sophomore
993,994,37.72,west coast,noon,1.0,0.47,7,0,night owl,basketball,3,sophomore
993,994,31.64,west coast,noon,0.99,0.24,6,0,night owl,basketball,3,sophomore
993,994,53.370000000000005,west coast,noon,1.0,0.6,7,0,night owl,basketball,3,sophomore
993,994,52.870000000000005,west coast,noon,0.94,0.31,9,0,night owl,basketball,3,sophomore
993,994,55.78,west coast,noon,0.81,0.5700000000000001,9,0,night owl,basketball,3,sophomore
993,994,48.97,west coast,noon,0.5700000000000001,0.51,9,0,night owl,basketball,3,sophomore
