,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
292,293,60.83,west coast,morning,0.94,0.87,6,4,early bird,football,4,senior
292,293,51.07,west coast,morning,0.76,0.66,5,5,early bird,football,4,senior
292,293,44.15,west coast,noon,1.0,0.55,6,3,early bird,football,4,senior
292,293,39.57,west coast,evening,1.0,0.56,6,3,early bird,football,4,senior
292,293,31.43,west coast,morning,0.89,0.31,6,2,early bird,football,4,senior
292,293,34.33,west coast,noon,1.0,0.66,5,0,early bird,football,4,senior
292,293,44.12,west coast,noon,0.94,0.81,5,0,early bird,football,4,senior
292,293,58.89,west coast,noon,1.0,0.99,4,1,early bird,football,4,senior
292,293,50.08,west coast,morning,1.0,0.84,3,1,early bird,football,4,senior
292,293,33.51,west coast,noon,1.0,0.72,5,2,early bird,football,4,senior
