,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
649,650,21.98,west coast,evening,0.21,0.18,4,11,night owl,curling,6,frosh
649,650,25.65,west coast,evening,0.16,0.87,5,11,night owl,curling,6,frosh
649,650,28.26,west coast,evening,0.0,0.8200000000000001,6,9,night owl,curling,6,frosh
649,650,11.14,west coast,noon,0.04,0.54,6,9,night owl,curling,6,frosh
649,650,42.46,west coast,noon,0.32,0.96,6,8,night owl,curling,6,frosh
649,650,31.32,west coast,morning,0.0,1.0,6,8,night owl,curling,6,frosh
649,650,40.34,west coast,noon,0.11,1.0,5,8,night owl,curling,6,frosh
649,650,21.06,west coast,noon,0.0,0.96,5,7,night owl,curling,6,frosh
649,650,18.91,west coast,noon,0.0,0.99,4,7,night owl,curling,6,frosh
649,650,35.1,west coast,evening,0.0,1.0,4,8,night owl,curling,6,frosh
