,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
699,700,41.54,west coast,noon,0.9,0.26,10,12,night owl,gymnastics,3,junior
699,700,50.18,west coast,noon,0.97,0.2,10,11,night owl,gymnastics,3,junior
699,700,40.25,west coast,noon,0.8300000000000001,0.0,9,11,night owl,gymnastics,3,junior
699,700,35.51,west coast,morning,1.0,0.0,8,11,night owl,gymnastics,3,junior
699,700,40.22,west coast,noon,0.92,0.07,6,10,night owl,gymnastics,3,junior
699,700,36.97,west coast,morning,0.76,0.11,5,9,night owl,gymnastics,3,junior
699,700,17.03,west coast,noon,0.48,0.1,6,10,night owl,gymnastics,3,junior
699,700,24.08,west coast,noon,1.0,0.0,6,10,night owl,gymnastics,3,junior
699,700,36.73,west coast,noon,0.96,0.0,6,8,night owl,gymnastics,3,junior
699,700,45.42,west coast,evening,1.0,0.0,4,9,night owl,gymnastics,3,junior
