,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
139,140,47.73,east coast,noon,0.85,0.09,9,9,night owl,baseball,6,frosh
139,140,31.88,east coast,morning,0.59,0.18,9,8,night owl,baseball,6,frosh
139,140,28.75,east coast,morning,1.0,0.0,8,9,night owl,baseball,6,frosh
139,140,37.05,east coast,noon,1.0,0.11,6,9,night owl,baseball,6,frosh
139,140,39.96,east coast,noon,1.0,0.09,7,11,night owl,baseball,6,frosh
139,140,30.72,west coast,noon,0.97,0.0,8,11,night owl,baseball,6,frosh
139,140,44.24,west coast,evening,1.0,0.05,9,12,night owl,baseball,6,frosh
139,140,45.05,west coast,evening,1.0,0.0,9,11,night owl,baseball,6,frosh
139,140,29.73,west coast,noon,1.0,0.05,10,11,night owl,baseball,6,frosh
139,140,44.11,west coast,noon,1.0,0.18,10,11,night owl,baseball,6,frosh
