,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
436,437,27.42,west coast,evening,0.77,0.4,5,5,night owl,football,6,sophomore
436,437,8.39,west coast,evening,0.06,0.75,5,5,night owl,football,6,sophomore
436,437,21.33,west coast,morning,0.0,1.0,5,5,night owl,football,6,sophomore
436,437,15.57,west coast,noon,0.0,0.89,6,5,night owl,football,6,sophomore
436,437,28.91,west coast,noon,0.01,0.65,7,4,night owl,football,6,sophomore
436,437,39.77,west coast,noon,0.0,0.0,7,3,night owl,football,6,sophomore
436,437,52.76,west coast,noon,0.05,0.01,7,5,night owl,football,6,sophomore
436,437,26.95,west coast,evening,0.0,0.11,7,6,night owl,football,6,sophomore
436,437,25.1,west coast,noon,0.0,0.03,6,5,night owl,football,6,sophomore
436,437,43.24,west coast,noon,0.0,0.0,7,6,night owl,football,6,sophomore
