,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
6,7,21.01,east coast,noon,0.62,0.05,8,2,night owl,gymnastics,3,sophomore
6,7,22.77,east coast,noon,0.87,0.0,7,2,night owl,gymnastics,3,sophomore
6,7,31.97,east coast,noon,0.62,0.0,7,2,night owl,gymnastics,3,sophomore
6,7,34.07,east coast,noon,0.86,0.0,6,2,night owl,gymnastics,3,sophomore
6,7,31.47,east coast,evening,0.74,0.0,7,1,night owl,gymnastics,3,sophomore
6,7,23.04,west coast,noon,0.8300000000000001,0.0,7,3,night owl,gymnastics,3,sophomore
6,7,27.41,west coast,noon,1.0,0.0,7,2,night owl,gymnastics,3,sophomore
6,7,25.13,west coast,noon,0.98,0.0,7,1,night owl,gymnastics,3,junior
6,7,24.68,west coast,noon,1.0,0.0,8,0,night owl,gymnastics,3,junior
6,7,34.35,west coast,noon,0.84,0.04,8,0,night owl,gymnastics,3,junior
