,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
761,762,29.55,west coast,evening,0.34,0.06,9,7,night owl,gymnastics,1,junior
761,762,38.51,west coast,noon,0.4,0.13,9,7,night owl,gymnastics,1,junior
761,762,54.79,west coast,noon,0.76,0.22,10,7,night owl,gymnastics,1,junior
761,762,38.3,west coast,noon,0.92,0.08,9,6,night owl,gymnastics,1,junior
761,762,54.57,west coast,evening,0.75,0.17,10,6,night owl,gymnastics,1,junior
761,762,60.51,west coast,evening,1.0,0.24,10,7,night owl,gymnastics,1,junior
761,762,48.19,west coast,noon,1.0,0.07,9,8,night owl,gymnastics,1,junior
761,762,49.09,west coast,evening,0.84,0.0,10,8,night owl,gymnastics,1,junior
761,762,42.87,west coast,noon,1.0,0.0,8,8,night owl,gymnastics,1,junior
761,762,50.68,west coast,evening,1.0,0.0,9,8,night owl,gymnastics,1,junior
