,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
236,237,47.96,east coast,noon,0.12,0.11,5,9,night owl,curling,3,sophomore
236,237,59.75,east coast,evening,0.29,0.0,4,9,night owl,curling,3,sophomore
236,237,47.77,east coast,evening,0.73,0.22,4,9,night owl,curling,3,sophomore
236,237,48.56,east coast,noon,0.81,0.23,4,11,night owl,curling,3,sophomore
236,237,22.22,east coast,noon,0.48,0.0,4,10,night owl,curling,3,sophomore
236,237,27.83,west coast,noon,0.5,0.15,5,11,night owl,curling,3,sophomore
236,237,36.25,west coast,noon,0.7000000000000001,0.34,5,11,night owl,curling,3,sophomore
236,237,31.08,west coast,noon,0.32,0.71,4,11,night owl,curling,3,sophomore
236,237,28.21,west coast,noon,0.6,0.62,4,12,night owl,curling,3,sophomore
236,237,46.7,west coast,evening,0.79,0.28,5,11,night owl,curling,3,sophomore
