,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
253,254,48.2,east coast,evening,0.41,0.89,4,8,night owl,martial arts,3,senior
253,254,48.42,east coast,noon,0.25,0.99,4,9,night owl,martial arts,3,senior
253,254,49.83,east coast,noon,0.0,1.0,2,10,night owl,martial arts,3,senior
253,254,33.4,east coast,noon,0.0,0.89,3,10,night owl,martial arts,3,senior
253,254,32.34,east coast,morning,0.0,0.7000000000000001,3,10,night owl,martial arts,3,senior
253,254,47.81,west coast,evening,0.0,0.56,3,11,night owl,martial arts,3,senior
253,254,21.05,west coast,noon,0.04,0.62,3,11,night owl,martial arts,3,senior
253,254,17.77,west coast,noon,0.1,0.76,2,11,night owl,martial arts,3,senior
253,254,39.59,west coast,morning,0.26,0.49,2,11,night owl,martial arts,3,senior
253,254,33.62,west coast,noon,0.44,0.67,2,11,night owl,martial arts,3,senior
