,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
363,364,1.86,west coast,evening,0.31,0.12,1,5,night owl,gymnastics,6,frosh
363,364,9.76,west coast,noon,0.33,0.02,1,6,night owl,gymnastics,6,frosh
363,364,3.2,west coast,noon,0.79,0.0,3,5,night owl,gymnastics,6,frosh
363,364,19.48,west coast,noon,0.42,0.0,2,5,night owl,gymnastics,6,frosh
363,364,0.0,west coast,morning,0.0,0.0,1,5,night owl,gymnastics,6,frosh
363,364,21.07,west coast,evening,0.12,0.0,0,5,night owl,gymnastics,6,frosh
363,364,45.96,west coast,noon,0.0,0.0,0,4,night owl,gymnastics,6,frosh
363,364,34.18,west coast,evening,0.02,0.0,0,5,night owl,gymnastics,6,frosh
363,364,17.85,west coast,evening,0.03,0.03,0,5,night owl,gymnastics,6,frosh
363,364,57.85,west coast,noon,0.05,0.13,0,5,night owl,gymnastics,6,frosh
