,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
31,32,47.93,east coast,noon,0.97,0.4,10,7,night owl,football,5,sophomore
31,32,56.96,east coast,noon,0.88,0.09,10,9,night owl,football,5,sophomore
31,32,42.48,east coast,noon,0.85,0.0,9,10,night owl,football,5,sophomore
31,32,55.28,east coast,evening,0.93,0.04,10,9,night owl,football,5,sophomore
31,32,41.69,east coast,noon,0.75,0.03,10,9,night owl,football,5,sophomore
31,32,48.52,west coast,evening,1.0,0.0,8,9,night owl,football,5,sophomore
31,32,28.67,west coast,morning,1.0,0.17,7,9,night owl,football,5,sophomore
31,32,25.62,west coast,noon,0.96,0.12,5,9,night owl,football,5,sophomore
31,32,41.45,west coast,evening,1.0,0.08,5,7,night owl,football,5,sophomore
31,32,36.96,west coast,evening,0.98,0.0,3,7,night owl,football,5,sophomore
