,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
234,235,74.85000000000001,east coast,noon,0.96,0.9,9,5,night owl,basketball,5,junior
234,235,100.0,east coast,evening,0.99,1.0,10,6,night owl,basketball,5,junior
234,235,84.17,east coast,evening,1.0,0.99,7,8,night owl,basketball,5,junior
234,235,76.45,east coast,noon,1.0,1.0,6,8,night owl,basketball,5,junior
234,235,73.79,east coast,noon,0.97,1.0,6,8,night owl,basketball,5,junior
234,235,70.03,west coast,noon,0.93,1.0,5,9,night owl,basketball,5,junior
234,235,63.28,west coast,noon,0.8200000000000001,1.0,3,11,night owl,basketball,5,junior
234,235,67.99,west coast,noon,0.85,1.0,5,11,night owl,basketball,5,junior
234,235,67.08,west coast,noon,0.86,1.0,5,11,night owl,basketball,5,junior
234,235,70.73,west coast,evening,0.79,0.97,6,11,night owl,basketball,5,junior
