,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
311,312,29.45,west coast,noon,0.36,0.79,1,2,night owl,martial arts,4,junior
311,312,0.0,west coast,noon,0.0,0.87,2,3,night owl,martial arts,4,junior
311,312,19.39,west coast,noon,0.19,0.63,1,4,night owl,martial arts,4,junior
311,312,0.0,west coast,noon,0.18,0.13,1,3,night owl,martial arts,4,junior
311,312,17.28,west coast,evening,0.41,0.43,1,3,night owl,martial arts,4,junior
311,312,5.33,west coast,noon,0.0,0.76,1,6,night owl,martial arts,4,junior
311,312,13.18,west coast,noon,0.13,0.53,1,6,night owl,martial arts,4,junior
311,312,46.98,west coast,evening,0.31,0.8300000000000001,2,5,night owl,martial arts,4,junior
311,312,45.6,west coast,noon,0.53,0.67,4,4,night owl,martial arts,4,junior
311,312,43.93,west coast,evening,0.08,0.8300000000000001,4,5,night owl,martial arts,4,junior
