,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
428,429,28.54,west coast,evening,0.43,0.4,2,2,night owl,gymnastics,3,junior
428,429,34.38,west coast,noon,1.0,0.32,1,2,night owl,gymnastics,3,junior
428,429,33.37,west coast,noon,0.96,0.51,1,1,night owl,gymnastics,3,junior
428,429,27.92,west coast,noon,0.73,0.55,0,0,night owl,gymnastics,3,junior
428,429,23.65,west coast,noon,0.55,0.6900000000000001,0,0,night owl,gymnastics,3,junior
428,429,13.82,west coast,evening,0.34,0.63,0,0,night owl,gymnastics,3,junior
428,429,13.99,west coast,evening,0.65,0.29,1,0,night owl,gymnastics,3,junior
428,429,33.25,west coast,noon,0.54,0.0,1,0,night owl,gymnastics,3,junior
428,429,30.87,west coast,morning,0.45,0.03,1,0,night owl,gymnastics,3,junior
428,429,14.26,west coast,noon,0.77,0.0,1,1,night owl,gymnastics,3,junior
