,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
521,522,51.75,west coast,morning,0.49,0.78,5,8,early bird,table tennis,3,junior
521,522,48.99,west coast,noon,0.33,0.68,6,8,early bird,table tennis,3,junior
521,522,44.7,west coast,noon,0.27,0.37,5,7,early bird,table tennis,3,junior
521,522,15.82,west coast,noon,0.0,0.15,5,8,early bird,table tennis,3,junior
521,522,29.18,west coast,evening,0.09,0.47,5,9,early bird,table tennis,3,junior
521,522,29.64,west coast,noon,0.22,0.76,5,8,early bird,table tennis,3,junior
521,522,37.48,west coast,morning,0.41,0.67,4,8,early bird,table tennis,3,junior
521,522,21.05,west coast,noon,0.4,0.5700000000000001,3,6,early bird,table tennis,3,junior
521,522,18.94,west coast,evening,0.59,0.41,3,7,early bird,table tennis,3,junior
521,522,41.75,west coast,evening,0.38,1.0,4,7,early bird,table tennis,3,junior
