,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
183,184,26.12,east coast,noon,0.59,0.15,9,10,night owl,football,3,junior
183,184,20.7,east coast,noon,0.42,0.42,7,10,night owl,football,3,junior
183,184,29.94,east coast,noon,0.85,0.26,6,10,night owl,football,3,junior
183,184,31.39,east coast,noon,0.6900000000000001,0.45,7,10,night owl,football,3,junior
183,184,37.29,east coast,evening,0.53,0.02,7,11,night owl,football,3,junior
183,184,24.14,west coast,noon,0.4,0.19,6,11,night owl,football,3,junior
183,184,29.39,west coast,evening,0.71,0.14,6,12,night owl,football,3,junior
183,184,6.92,west coast,noon,0.33,0.0,5,12,night owl,football,3,junior
183,184,7.32,west coast,noon,0.23,0.0,5,12,night owl,football,3,junior
183,184,9.21,west coast,evening,0.27,0.0,5,12,night owl,football,3,junior
