,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
85,86,49.620000000000005,east coast,morning,0.85,0.24,10,11,night owl,martial arts,3,sophomore
85,86,49.75,east coast,noon,0.66,0.0,10,12,night owl,martial arts,3,sophomore
85,86,47.84,east coast,noon,0.91,0.0,10,12,night owl,martial arts,3,sophomore
85,86,48.72,east coast,noon,0.9,0.0,10,12,night owl,martial arts,3,sophomore
85,86,42.96,east coast,noon,0.87,0.04,8,12,night owl,martial arts,3,sophomore
85,86,52.06,west coast,evening,0.98,0.05,8,12,night owl,martial arts,3,sophomore
85,86,46.93,west coast,noon,0.88,0.06,8,11,night owl,martial arts,3,sophomore
85,86,41.42,west coast,noon,0.29,0.17,9,12,night owl,martial arts,3,sophomore
85,86,51.05,west coast,noon,0.97,0.33,10,12,night owl,martial arts,3,sophomore
85,86,70.87,west coast,morning,1.0,0.75,10,12,night owl,martial arts,3,sophomore
