,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
395,396,27.62,west coast,noon,0.14,0.4,2,1,night owl,football,3,junior
395,396,30.0,west coast,evening,0.4,0.44,3,1,night owl,football,3,junior
395,396,16.78,west coast,noon,0.0,1.0,2,1,night owl,football,3,junior
395,396,6.67,west coast,noon,0.0,1.0,2,1,night owl,football,3,junior
395,396,21.69,west coast,noon,0.0,1.0,3,0,night owl,football,3,junior
395,396,18.88,west coast,evening,0.1,0.97,4,0,night owl,football,3,junior
395,396,24.48,west coast,noon,0.32,1.0,3,0,night owl,football,3,junior
395,396,46.65,west coast,noon,0.47,1.0,5,0,night owl,football,3,junior
395,396,56.9,west coast,noon,0.92,0.99,5,1,night owl,football,3,junior
395,396,61.27,west coast,noon,0.76,1.0,4,3,night owl,football,3,junior
