,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
898,899,56.04,west coast,evening,0.81,0.84,6,7,night owl,table tennis,4,junior
898,899,61.4,west coast,noon,1.0,0.76,8,9,night owl,table tennis,4,junior
898,899,43.42,west coast,noon,1.0,0.31,7,9,night owl,table tennis,4,junior
898,899,44.14,west coast,noon,0.97,0.38,8,10,night owl,table tennis,4,junior
898,899,50.31,west coast,noon,0.97,0.5700000000000001,7,10,night owl,table tennis,4,junior
898,899,45.75,west coast,noon,0.73,0.8200000000000001,6,11,night owl,table tennis,4,junior
898,899,62.03,west coast,noon,0.7000000000000001,1.0,6,11,night owl,table tennis,4,junior
898,899,60.94,west coast,morning,0.7000000000000001,1.0,4,11,night owl,table tennis,4,junior
898,899,68.81,west coast,noon,1.0,1.0,6,10,night owl,table tennis,4,junior
898,899,70.31,west coast,noon,1.0,1.0,6,8,night owl,table tennis,4,junior
