,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
461,462,44.86,west coast,noon,0.8300000000000001,0.86,6,3,early bird,table tennis,4,junior
461,462,57.03,west coast,noon,0.98,0.8300000000000001,6,4,early bird,table tennis,4,junior
461,462,54.93,west coast,noon,0.9,0.74,7,3,early bird,table tennis,4,junior
461,462,56.53,west coast,noon,1.0,0.94,7,2,early bird,table tennis,4,junior
461,462,58.07,west coast,noon,0.8300000000000001,0.96,4,3,early bird,table tennis,4,junior
461,462,51.370000000000005,west coast,noon,0.66,1.0,4,2,early bird,table tennis,4,junior
461,462,54.68,west coast,noon,0.62,1.0,4,0,early bird,table tennis,4,junior
461,462,48.3,west coast,noon,0.76,1.0,3,0,early bird,table tennis,4,junior
461,462,61.05,west coast,evening,1.0,1.0,3,1,early bird,table tennis,4,junior
461,462,61.26,west coast,noon,1.0,1.0,3,2,early bird,table tennis,4,junior
