,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
20,21,36.72,east coast,evening,0.17,0.22,8,11,night owl,curling,2,sophomore
20,21,33.14,east coast,noon,0.0,0.52,7,11,night owl,curling,2,sophomore
20,21,36.92,east coast,noon,0.01,0.71,7,11,night owl,curling,2,sophomore
20,21,34.03,east coast,noon,0.06,0.95,8,10,night owl,curling,2,sophomore
20,21,23.74,east coast,noon,0.0,0.98,6,10,night owl,curling,2,sophomore
20,21,48.3,west coast,noon,0.21,1.0,5,8,night owl,curling,2,sophomore
20,21,26.16,west coast,noon,0.02,1.0,5,7,night owl,curling,2,sophomore
20,21,34.04,west coast,evening,0.0,1.0,6,7,night owl,curling,2,sophomore
20,21,36.68,west coast,noon,0.0,1.0,6,7,night owl,curling,2,sophomore
20,21,57.24,west coast,evening,0.01,1.0,6,5,night owl,curling,2,sophomore
