,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
869,870,56.63,west coast,evening,0.84,0.84,6,1,night owl,basketball,3,senior
869,870,42.47,west coast,morning,0.9,0.6,7,1,night owl,basketball,3,senior
869,870,32.08,west coast,noon,0.76,0.61,7,1,night owl,basketball,3,senior
869,870,31.26,west coast,evening,0.5,0.24,6,1,night owl,basketball,3,senior
869,870,39.41,west coast,noon,0.37,0.07,7,1,night owl,basketball,3,senior
869,870,7.2,west coast,noon,0.0,0.08,7,1,night owl,basketball,3,senior
869,870,30.01,west coast,noon,0.04,0.01,8,2,night owl,basketball,3,senior
869,870,33.3,west coast,noon,0.0,0.0,7,3,night owl,basketball,3,senior
869,870,31.54,west coast,morning,0.01,0.0,7,4,night owl,basketball,3,senior
869,870,45.34,west coast,evening,0.02,0.0,9,2,night owl,basketball,3,senior
