,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
626,627,68.82000000000001,west coast,evening,0.84,0.7000000000000001,9,9,night owl,basketball,3,sophomore
626,627,57.57,west coast,noon,0.8200000000000001,0.0,10,10,night owl,basketball,3,sophomore
626,627,53.55,west coast,evening,1.0,0.0,9,11,night owl,basketball,3,sophomore
626,627,52.48,west coast,noon,0.95,0.11,10,10,night owl,basketball,3,sophomore
626,627,59.8,west coast,noon,0.8300000000000001,0.47,9,9,night owl,basketball,3,sophomore
626,627,52.81,west coast,noon,0.61,0.18,7,9,night owl,basketball,3,sophomore
626,627,56.65,west coast,noon,0.77,0.48,6,10,night owl,basketball,3,sophomore
626,627,42.45,west coast,noon,0.61,0.49,6,9,night owl,basketball,3,sophomore
626,627,34.02,west coast,noon,0.66,0.0,6,9,night owl,basketball,3,sophomore
626,627,43.18,west coast,noon,0.58,0.02,7,10,night owl,basketball,3,sophomore
