,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
723,724,13.2,west coast,noon,0.56,0.25,6,1,night owl,baseball,3,junior
723,724,3.72,west coast,noon,0.24,0.26,5,1,night owl,baseball,3,junior
723,724,7.9,west coast,noon,0.43,0.0,6,0,night owl,baseball,3,junior
723,724,43.33,west coast,evening,1.0,0.04,5,0,night owl,baseball,3,junior
723,724,20.03,west coast,noon,0.96,0.0,6,0,night owl,baseball,3,junior
723,724,26.75,west coast,noon,0.96,0.03,7,1,night owl,baseball,3,junior
723,724,24.22,west coast,noon,0.81,0.0,8,2,night owl,baseball,3,junior
723,724,25.79,west coast,morning,0.68,0.0,9,2,night owl,baseball,3,junior
723,724,48.15,west coast,morning,0.54,0.03,10,3,night owl,baseball,3,junior
723,724,38.71,west coast,noon,0.45,0.13,10,4,night owl,baseball,3,junior
