,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
238,239,57.870000000000005,east coast,noon,0.78,0.88,2,9,night owl,curling,4,senior
238,239,57.83,east coast,evening,0.84,0.54,3,10,night owl,curling,4,senior
238,239,38.11,east coast,evening,0.84,0.0,3,10,night owl,curling,4,senior
238,239,48.92,east coast,noon,1.0,0.0,3,11,night owl,curling,4,senior
238,239,11.45,east coast,noon,1.0,0.02,4,10,night owl,curling,4,senior
238,239,30.08,west coast,noon,0.93,0.01,5,9,night owl,curling,4,senior
238,239,25.57,west coast,noon,1.0,0.12,4,9,night owl,curling,4,senior
238,239,24.11,west coast,noon,1.0,0.0,5,7,night owl,curling,4,senior
238,239,23.38,west coast,noon,1.0,0.08,5,7,night owl,curling,4,senior
238,239,44.93,west coast,evening,0.97,0.0,6,5,night owl,curling,4,senior
