,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
766,767,52.78,west coast,evening,0.7000000000000001,0.55,8,2,night owl,curling,1,junior
766,767,38.43,west coast,noon,0.54,0.45,8,0,night owl,curling,1,junior
766,767,19.67,west coast,noon,0.0,0.5700000000000001,7,1,night owl,curling,1,junior
766,767,0.0,west coast,noon,0.01,0.68,5,0,night owl,curling,1,junior
766,767,22.41,west coast,evening,0.0,0.64,5,1,night owl,curling,1,junior
766,767,33.85,west coast,evening,0.0,0.75,5,2,night owl,curling,1,junior
766,767,41.24,west coast,noon,0.01,0.88,4,3,night owl,curling,1,junior
766,767,28.65,west coast,evening,0.0,0.66,4,3,night owl,curling,1,junior
766,767,12.55,west coast,noon,0.0,0.37,3,4,night owl,curling,1,junior
766,767,23.52,west coast,evening,0.0,0.62,5,4,night owl,curling,1,junior
