,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
285,286,61.620000000000005,west coast,evening,0.93,0.81,5,8,night owl,football,6,senior
285,286,79.34,west coast,evening,1.0,1.0,7,6,night owl,football,6,senior
285,286,72.63,west coast,evening,0.92,0.93,8,6,night owl,football,6,senior
285,286,78.16,west coast,evening,1.0,1.0,6,5,night owl,football,6,senior
285,286,62.14,west coast,morning,0.73,1.0,6,4,night owl,football,6,senior
285,286,54.38,west coast,noon,0.68,1.0,5,5,night owl,football,6,senior
285,286,63.8,west coast,noon,1.0,1.0,5,6,night owl,football,6,senior
285,286,59.06,west coast,noon,0.96,1.0,5,5,night owl,football,6,senior
285,286,67.36,west coast,noon,1.0,1.0,5,6,night owl,football,6,senior
285,286,71.24,west coast,evening,1.0,1.0,5,6,night owl,football,6,senior
