,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
771,772,40.65,west coast,evening,0.72,0.48,8,1,night owl,table tennis,3,junior
771,772,68.73,west coast,noon,0.91,1.0,9,0,night owl,table tennis,3,junior
771,772,54.24,west coast,noon,1.0,0.94,8,0,night owl,table tennis,3,junior
771,772,71.28,west coast,morning,0.97,1.0,8,0,night owl,table tennis,3,junior
771,772,81.93,west coast,evening,0.97,1.0,9,0,night owl,table tennis,3,junior
771,772,63.2,west coast,morning,0.78,1.0,8,0,night owl,table tennis,3,junior
771,772,40.25,west coast,noon,0.46,0.97,8,0,night owl,table tennis,3,junior
771,772,30.79,west coast,noon,0.23,1.0,8,0,night owl,table tennis,3,junior
771,772,32.160000000000004,west coast,noon,0.0,0.98,9,0,night owl,table tennis,3,junior
771,772,39.34,west coast,noon,0.02,0.96,9,0,night owl,table tennis,3,junior
