,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
753,754,44.39,west coast,evening,0.4,0.37,3,6,night owl,table tennis,4,sophomore
753,754,17.07,west coast,noon,0.32,0.84,1,6,night owl,table tennis,4,sophomore
753,754,45.51,west coast,noon,0.87,0.94,0,5,night owl,table tennis,4,sophomore
753,754,48.4,west coast,noon,0.72,0.96,0,5,night owl,table tennis,4,sophomore
753,754,57.74,west coast,evening,0.64,0.92,0,5,night owl,table tennis,4,sophomore
753,754,61.51,west coast,noon,1.0,0.96,0,3,night owl,table tennis,4,junior
753,754,58.56,west coast,noon,1.0,0.99,0,4,night owl,table tennis,4,junior
753,754,61.57,west coast,morning,0.92,0.96,1,4,night owl,table tennis,4,junior
753,754,56.4,west coast,noon,0.9,0.92,1,4,night owl,table tennis,4,junior
753,754,49.46,west coast,evening,0.61,0.8300000000000001,1,4,night owl,table tennis,4,junior
