,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
927,928,44.68,west coast,evening,0.81,0.75,3,5,night owl,curling,3,senior
927,928,42.72,west coast,evening,1.0,0.37,2,4,night owl,curling,3,senior
927,928,28.25,west coast,noon,0.85,0.0,1,3,night owl,curling,3,senior
927,928,3.59,west coast,noon,1.0,0.09,0,1,night owl,curling,3,senior
927,928,24.85,west coast,noon,1.0,0.23,0,1,night owl,curling,3,senior
927,928,32.480000000000004,west coast,noon,0.94,0.51,1,0,night owl,curling,3,senior
927,928,15.18,west coast,noon,0.97,0.13,2,0,night owl,curling,3,senior
927,928,28.29,west coast,noon,0.59,0.13,1,1,night owl,curling,3,senior
927,928,34.39,west coast,evening,0.75,0.43,0,0,night owl,curling,3,senior
927,928,21.81,west coast,noon,0.72,0.1,0,0,night owl,curling,3,senior
