,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
611,612,39.45,west coast,morning,0.06,0.7000000000000001,1,2,night owl,frisbee,2,junior
611,612,25.99,west coast,evening,0.02,0.53,2,1,night owl,frisbee,2,junior
611,612,42.6,west coast,noon,0.12,0.77,1,1,night owl,frisbee,2,junior
611,612,30.9,west coast,noon,0.03,1.0,0,1,night owl,frisbee,2,junior
611,612,37.8,west coast,noon,0.24,1.0,0,0,night owl,frisbee,2,senior
611,612,53.92,west coast,noon,0.68,0.96,0,1,night owl,frisbee,2,senior
611,612,64.37,west coast,noon,1.0,0.95,0,1,night owl,frisbee,2,senior
611,612,66.76,west coast,noon,0.94,1.0,1,1,night owl,frisbee,2,senior
611,612,62.76,west coast,noon,0.9,0.95,2,2,night owl,frisbee,2,senior
611,612,49.43,west coast,noon,0.72,0.84,3,3,night owl,frisbee,2,senior
