,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
434,435,40.18,west coast,evening,0.8,0.56,5,4,night owl,baseball,5,junior
434,435,44.0,west coast,evening,0.92,0.49,4,5,night owl,baseball,5,junior
434,435,20.53,west coast,morning,0.65,0.19,2,4,night owl,baseball,5,junior
434,435,36.79,west coast,noon,0.85,0.25,3,6,night owl,baseball,5,junior
434,435,37.87,west coast,noon,0.85,0.0,4,6,night owl,baseball,5,junior
434,435,39.03,west coast,noon,0.95,0.02,6,5,night owl,baseball,5,junior
434,435,35.94,west coast,noon,0.84,0.0,5,4,night owl,baseball,5,junior
434,435,35.050000000000004,west coast,evening,0.71,0.2,6,4,night owl,baseball,5,junior
434,435,27.88,west coast,noon,0.97,0.0,5,3,night owl,baseball,5,junior
434,435,40.02,west coast,noon,0.87,0.0,4,0,night owl,baseball,5,junior
