,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
555,556,65.6,west coast,evening,0.97,0.5700000000000001,10,8,night owl,curling,3,junior
555,556,78.3,west coast,noon,0.94,1.0,9,9,night owl,curling,3,junior
555,556,60.35,west coast,noon,0.77,0.9,9,8,night owl,curling,3,junior
555,556,62.4,west coast,noon,0.7000000000000001,0.94,9,8,night owl,curling,3,junior
555,556,72.34,west coast,noon,0.8,1.0,9,8,night owl,curling,3,junior
555,556,41.72,west coast,morning,0.53,0.81,10,8,night owl,curling,3,junior
555,556,53.120000000000005,west coast,noon,0.66,0.45,10,10,night owl,curling,3,junior
555,556,61.04,west coast,evening,0.91,0.3,9,11,night owl,curling,3,junior
555,556,57.22,west coast,noon,0.73,0.32,10,9,night owl,curling,3,junior
555,556,63.26,west coast,noon,1.0,0.63,10,10,night owl,curling,3,junior
