,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
655,656,61.06,west coast,evening,0.91,0.61,9,9,early bird,baseball,3,senior
655,656,49.56,west coast,noon,0.92,0.51,10,6,early bird,baseball,3,senior
655,656,35.53,west coast,noon,0.78,0.0,9,7,early bird,baseball,3,senior
655,656,31.89,west coast,noon,0.71,0.0,8,9,early bird,baseball,3,senior
655,656,50.01,west coast,noon,1.0,0.0,9,8,early bird,baseball,3,senior
655,656,33.83,west coast,noon,1.0,0.0,9,8,early bird,baseball,3,senior
655,656,46.74,west coast,noon,0.98,0.06,10,7,early bird,baseball,3,senior
655,656,47.18,west coast,noon,1.0,0.18,10,6,early bird,baseball,3,senior
655,656,46.23,west coast,evening,1.0,0.04,10,6,early bird,baseball,3,senior
655,656,37.89,west coast,noon,0.95,0.0,9,7,early bird,baseball,3,senior
