,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
55,56,23.46,east coast,noon,0.79,0.18,5,2,night owl,football,6,sophomore
55,56,0.0,east coast,noon,0.67,0.03,3,2,night owl,football,6,sophomore
55,56,23.89,east coast,noon,0.6,0.24,1,2,night owl,football,6,sophomore
55,56,21.34,east coast,noon,0.52,0.3,2,1,night owl,football,6,sophomore
55,56,0.0,east coast,noon,0.0,0.0,1,0,night owl,football,6,sophomore
55,56,45.11,west coast,noon,0.0,0.0,0,0,night owl,football,6,sophomore
55,56,6.75,west coast,noon,0.0,0.11,0,0,night owl,football,6,sophomore
55,56,0.0,west coast,morning,0.24,0.01,1,0,night owl,football,6,sophomore
55,56,23.86,west coast,noon,0.43,0.09,3,1,night owl,football,6,sophomore
55,56,7.63,west coast,noon,0.45,0.0,3,1,night owl,football,6,sophomore
