,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
561,562,34.800000000000004,west coast,noon,0.64,0.62,3,1,night owl,football,3,sophomore
561,562,24.81,west coast,noon,0.75,0.76,3,0,night owl,football,3,sophomore
561,562,42.55,west coast,evening,0.8300000000000001,0.5700000000000001,2,0,night owl,football,3,sophomore
561,562,52.59,west coast,noon,0.75,1.0,2,0,night owl,football,3,sophomore
561,562,7.11,west coast,noon,0.06,0.99,2,0,night owl,football,3,sophomore
561,562,16.32,west coast,morning,0.34,1.0,2,0,night owl,football,3,sophomore
561,562,49.7,west coast,noon,0.65,1.0,1,2,night owl,football,3,sophomore
561,562,40.62,west coast,noon,0.7000000000000001,0.92,2,2,night owl,football,3,sophomore
561,562,37.3,west coast,noon,0.94,0.85,1,2,night owl,football,3,sophomore
561,562,41.54,west coast,noon,1.0,0.75,1,1,night owl,football,3,sophomore
