,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
481,482,42.98,west coast,evening,0.56,0.31,6,6,night owl,football,4,junior
481,482,18.08,west coast,noon,0.48,0.5,5,9,night owl,football,4,junior
481,482,18.01,west coast,noon,0.04,0.78,4,9,night owl,football,4,junior
481,482,11.93,west coast,noon,0.12,0.8200000000000001,4,9,night owl,football,4,junior
481,482,0.0,west coast,noon,0.0,0.67,2,9,night owl,football,4,senior
481,482,0.0,west coast,noon,0.02,0.49,3,9,night owl,football,4,senior
481,482,0.0,west coast,evening,0.11,0.0,4,10,night owl,football,4,senior
481,482,0.0,west coast,noon,0.16,0.0,4,9,night owl,football,4,senior
481,482,17.69,west coast,evening,0.27,0.07,5,9,night owl,football,4,senior
481,482,28.04,west coast,evening,0.43,0.02,3,11,night owl,football,4,senior
