,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
479,480,46.54,west coast,morning,0.6,0.91,3,12,early bird,gymnastics,5,senior
479,480,6.82,west coast,morning,0.15,0.76,3,10,early bird,gymnastics,5,senior
479,480,15.72,west coast,noon,0.29,0.72,4,7,early bird,gymnastics,5,senior
479,480,18.44,west coast,evening,0.04,0.6,2,7,early bird,gymnastics,5,senior
479,480,31.25,west coast,evening,0.0,1.0,3,8,early bird,gymnastics,5,senior
479,480,9.36,west coast,noon,0.0,0.99,2,8,early bird,gymnastics,5,senior
479,480,21.13,west coast,noon,0.0,1.0,3,8,early bird,gymnastics,5,senior
479,480,22.4,west coast,noon,0.0,0.77,4,9,early bird,gymnastics,5,senior
479,480,28.37,west coast,evening,0.02,0.77,4,8,early bird,gymnastics,5,senior
479,480,50.49,west coast,noon,0.11,0.79,5,9,early bird,gymnastics,5,senior
