,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
580,581,35.32,west coast,noon,0.68,0.17,9,2,night owl,baseball,3,frosh
580,581,31.23,west coast,noon,0.99,0.0,9,3,night owl,baseball,3,frosh
580,581,38.16,west coast,noon,1.0,0.2,9,5,night owl,baseball,3,frosh
580,581,39.32,west coast,noon,1.0,0.0,9,5,night owl,baseball,3,frosh
580,581,45.72,west coast,noon,0.99,0.0,10,5,night owl,baseball,3,frosh
580,581,48.85,west coast,noon,0.97,0.16,10,5,night owl,baseball,3,frosh
580,581,38.96,west coast,morning,0.97,0.38,10,5,night owl,baseball,3,frosh
580,581,46.5,west coast,noon,0.84,0.54,9,4,night owl,baseball,3,frosh
580,581,54.09,west coast,morning,0.85,0.87,9,3,night owl,baseball,3,frosh
580,581,59.5,west coast,noon,0.94,0.77,10,1,night owl,baseball,3,frosh
