,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
21,22,53.33,east coast,evening,0.97,0.75,8,10,early bird,baseball,6,frosh
21,22,42.53,east coast,noon,0.89,0.62,9,12,early bird,baseball,6,frosh
21,22,51.09,east coast,noon,0.67,0.77,9,12,early bird,baseball,6,frosh
21,22,36.18,east coast,noon,0.55,0.61,8,12,early bird,baseball,6,frosh
21,22,47.06,east coast,noon,0.88,0.5700000000000001,10,12,early bird,baseball,6,frosh
21,22,57.07,west coast,noon,1.0,0.5,10,12,early bird,baseball,6,frosh
21,22,42.44,west coast,noon,1.0,0.1,10,11,early bird,baseball,6,frosh
21,22,51.03,west coast,evening,0.96,0.58,10,12,early bird,baseball,6,frosh
21,22,31.3,west coast,noon,1.0,0.0,9,11,early bird,baseball,6,frosh
21,22,42.73,west coast,evening,0.8,0.0,8,12,early bird,baseball,6,frosh
