,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
282,283,45.1,west coast,evening,0.61,0.4,7,9,early bird,curling,3,senior
282,283,26.59,west coast,evening,0.0,0.0,7,10,early bird,curling,3,senior
282,283,20.61,west coast,evening,0.0,0.09,7,11,early bird,curling,3,senior
282,283,17.01,west coast,evening,0.01,0.0,9,11,early bird,curling,3,senior
282,283,41.21,west coast,morning,0.0,0.07,8,12,early bird,curling,3,senior
282,283,26.11,west coast,noon,0.13,0.1,7,12,early bird,curling,3,senior
282,283,17.07,west coast,noon,0.0,0.11,8,12,early bird,curling,3,senior
282,283,20.95,west coast,noon,0.0,0.0,9,12,early bird,curling,3,senior
282,283,29.88,west coast,noon,0.0,0.0,8,12,early bird,curling,3,senior
282,283,28.04,west coast,evening,0.05,0.05,10,12,early bird,curling,3,senior
