,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
62,63,29.64,east coast,morning,0.44,0.74,6,11,night owl,curling,3,junior
62,63,26.27,east coast,noon,0.0,0.54,7,11,night owl,curling,3,junior
62,63,40.25,east coast,noon,0.03,0.91,7,9,night owl,curling,3,junior
62,63,47.42,east coast,noon,0.0,0.88,9,9,night owl,curling,3,junior
62,63,33.74,east coast,noon,0.13,0.81,9,8,night owl,curling,3,junior
62,63,16.3,west coast,morning,0.0,0.85,8,9,night owl,curling,3,junior
62,63,8.13,west coast,noon,0.0,0.36,6,10,night owl,curling,3,junior
62,63,12.36,west coast,noon,0.0,0.39,7,9,night owl,curling,3,junior
62,63,35.1,west coast,noon,0.0,0.0,7,10,night owl,curling,3,junior
62,63,22.99,west coast,noon,0.0,0.09,7,9,night owl,curling,3,junior
